Name,Symbol,Sector,Exchange,Country
WisdomTree U.S. Quality Dividend Growth Fund,DGRW,,NGM,
Definitive Healthcare Corp.,DH,Healthcare,NMS,United States
"DIH Holding US, Inc.",DHAI,Healthcare,NGM,United States
"DIH Holding US, Inc.",DHAIW,Healthcare,NCM,United States
Diversified Healthcare Trust,DHC,Real Estate,NMS,United States
,DHCNI,,NMS,
Diversified Healthcare Trust,DHCNL,,NMS,
"Diamond Hill Investment Group, Inc.",DHIL,Financial Services,NMS,United States
"1stdibs.Com, Inc.",DIBS,Consumer Cyclical,NGM,United States
Diodes Incorporated,DIOD,Technology,NMS,United States
Distoken Acquisition Corporation,DIST,Financial Services,NGM,China
Distoken Acquisition Corporation,DISTR,,NGM,
Distoken Acquisition Corporation,DISTW,,NGM,
Altrius Global Dividend ETF,DIVD,,NGM,
Daily Journal Corporation,DJCO,Technology,NCM,United States
Trump Media & Technology Group Corp.,DJT,Communication Services,NGM,United States
Trump Media & Technology Group Corp.,DJTWW,Communication Services,NGM,United States
DraftKings Inc.,DKNG,Consumer Cyclical,NMS,United States
DLH Holdings Corp.,DLHC,Industrials,NCM,United States
DLocal Limited,DLO,Technology,NMS,Uruguay
"Dolphin Entertainment, Inc.",DLPN,Communication Services,NCM,United States
Duluth Holdings Inc.,DLTH,Consumer Cyclical,NMS,United States
"Dollar Tree, Inc.",DLTR,Consumer Defensive,NMS,United States
DiaMedica Therapeutics Inc.,DMAC,Healthcare,NCM,United States
Global X Disruptive Materials ETF,DMAT,,NGM,
"Dorchester Minerals, L.P.",DMLP,Energy,NMS,United States
Digimarc Corporation,DMRC,Technology,NMS,United States
iShares ESG Advanced MSCI EAFE Index ETF,DMXF,,NGM,
Denali Therapeutics Inc.,DNLI,Healthcare,NMS,United States
"Dianthus Therapeutics, Inc.",DNTH,Healthcare,NCM,United States
"Krispy Kreme, Inc.",DNUT,Consumer Defensive,NMS,United States
"DocuSign, Inc.",DOCU,Technology,NMS,United States
Dogness (International) Corporation,DOGZ,Consumer Cyclical,NCM,China
Dominari Holdings Inc.,DOMH,Healthcare,NCM,United States
"Domo, Inc.",DOMO,Technology,NGM,United States
BRP Inc.,DOOO,Consumer Cyclical,NMS,Canada
"Dorman Products, Inc.",DORM,Consumer Cyclical,NMS,United States
Amdocs Limited,DOX,Technology,NMS,United States
DouYu International Holdings Limited,DOYU,Communication Services,NMS,China
DP Cap Acquisition Corp I,DPCS,Financial Services,NCM,United States
DP Cap Acquisition Corp I,DPCSU,Financial Services,NCM,United States
DP Cap Acquisition Corp I,DPCSW,Financial Services,NCM,United States
Draganfly Inc.,DPRO,Industrials,NCM,Canada
"Direct Digital Holdings, Inc.",DRCT,Communication Services,NCM,United States
DarioHealth Corp.,DRIO,Healthcare,NCM,United States
Global X Autonomous & Electric Vehicles ETF,DRIV,,NGM,
"Dermata Therapeutics, Inc.",DRMA,Healthcare,NCM,United States
"Dermata Therapeutics, Inc.",DRMAW,Healthcare,NCM,United States
DURECT Corporation,DRRX,Healthcare,NCM,United States
"Leonardo DRS, Inc.",DRS,Industrials,NMS,United States
Alpha Tau Medical Ltd.,DRTS,Healthcare,NCM,Israel
Alpha Tau Medical Ltd.,DRTSW,Healthcare,NCM,Israel
Bright Minds Biosciences Inc.,DRUG,Healthcare,NCM,United States
Driven Brands Holdings Inc.,DRVN,Consumer Cyclical,NMS,United States
"Design Therapeutics, Inc.",DSGN,Healthcare,NMS,United States
"Distribution Solutions Group, Inc.",DSGR,Industrials,NMS,United States
The Descartes Systems Group Inc.,DSGX,Technology,NMS,Canada
Viant Technology Inc.,DSP,Technology,NMS,United States
"Deswell Industries, Inc.",DSWL,Technology,NGM,Macau
Big Tree Cloud Holdings Limited,DSY,Consumer Defensive,NGM,China
Big Tree Cloud Holdings Limited,DSYWW,Consumer Defensive,NCM,China
Davis Commodities Limited,DTCK,Consumer Defensive,NCM,Singapore
Global X Data Center & Digital Infrastructure ETF,DTCR,,NGM,
Drilling Tools International Corporation,DTI,Energy,NCM,United States
"Precision BioSciences, Inc.",DTIL,Healthcare,NCM,United States
DT Cloud Star Acquisition Corporation,DTSQU,Financial Services,NGM,United States
Datasea Inc.,DTSS,Technology,NCM,China
Data Storage Corporation,DTST,Technology,NCM,United States
Data Storage Corporation,DTSTW,Technology,NCM,United States
DUET Acquisition Corp.,DUET,Financial Services,NGM,Malaysia
DUET Acquisition Corp.,DUETU,Financial Services,NGM,Malaysia
DUET Acquisition Corp.,DUETW,Financial Services,NGM,Malaysia
Ocean Park High Income ETF,DUKH,,NGM,
Ocean Park International ETF,DUKX,,NGM,
Fangdd Network Group Ltd.,DUO,Real Estate,NCM,China
"Duolingo, Inc.",DUOL,Technology,NMS,United States
"Duos Technologies Group, Inc.",DUOT,Technology,NCM,United States
BrandywineGLOBAL Dynamic U.S. Large Cap Value ETF,DVAL,,NGM,
Dynavax Technologies Corporation,DVAX,Healthcare,NMS,United States
First Trust Dorsey Wright Momentum & Value ETF,DVLU,,NGM,
First Trust Dorsey Wright Momentum & Low Volatility ETF,DVOL,,NGM,
iShares Select Dividend ETF,DVY,,NGM,
Invesco DWA SmallCap Momentum ETF,DWAS,,NGM,
AdvisorShares Dorsey Wright FSM All Cap World ETF,DWAW,,NGM,
AdvisorShares Dorsey Wright Short ETF,DWSH,,NGM,
Dawson Geophysical Company,DWSN,Energy,NMS,United States
AdvisorShares Dorsey Wright FSM US Core ETF,DWUS,,NGM,
"DexCom, Inc.",DXCM,Healthcare,NMS,United States
WisdomTree Japan Hedged SmallCap Equity Fund,DXJS,,NGM,
"Destination XL Group, Inc.",DXLG,Consumer Cyclical,NGM,United States
"DXP Enterprises, Inc.",DXPE,Industrials,NMS,United States
Daxor Corporation,DXR,Healthcare,NCM,United States
"The Dixie Group, Inc.",DXYN,Consumer Cyclical,NCM,United States
"Dyadic International, Inc.",DYAI,Healthcare,NCM,United States
DT Cloud Acquisition Corporation,DYCQ,Financial Services,NGM,United Kingdom
DT Cloud Acquisition Corporation,DYCQR,,NGM,United Kingdom
DT Cloud Acquisition Corporation,DYCQU,Financial Services,NGM,United Kingdom
IDX Dynamic Fixed Income ETF,DYFI,,NGM,
"Dyne Therapeutics, Inc.",DYN,Healthcare,NMS,United States
IDX Dynamic Innovation ETF,DYNI,,NGM,
SGI Dynamic Tactical ETF,DYTA,,NGM,
Electronic Arts Inc.,EA,Communication Services,NMS,United States
"Eastside Distilling, Inc.",EAST,Consumer Defensive,NCM,United States
eBay Inc.,EBAY,Consumer Cyclical,NMS,United States
"Eastern Bankshares, Inc.",EBC,Financial Services,NMS,United States
Global X E-commerce ETF,EBIZ,,NGM,
"Eagle Bancorp Montana, Inc.",EBMT,Financial Services,NGM,United States
Ebang International Holdings Inc.,EBON,Technology,NMS,China
"Enterprise Bancorp, Inc.",EBTC,Financial Services,NMS,United States
"ECB Bancorp, Inc.",ECBK,Financial Services,NCM,United States
"ECD Automotive Design, Inc.",ECDA,Consumer Cyclical,NGM,United States
"ECD Automotive Design, Inc.",ECDAW,Consumer Cyclical,NCM,United States
"electroCore, Inc.",ECOR,Healthcare,NCM,United States
Pacer Emerging Markets Cash Cows 100 ETF,ECOW,,NGM,
"Encore Capital Group, Inc.",ECPG,Financial Services,NMS,United States
ECARX Holdings Inc.,ECX,Consumer Cyclical,NGM,China
ECARX Holdings Inc.,ECXWW,Consumer Cyclical,NCM,China
EDAP TMS S.A.,EDAP,Healthcare,NGM,France
Edible Garden AG Incorporated,EDBL,Consumer Defensive,NCM,United States
Edible Garden AG Incorporated,EDBLW,Consumer Defensive,NCM,United States
"Editas Medicine, Inc.",EDIT,Healthcare,NMS,United States
Global X Telemedicine & Digital Health ETF,EDOC,,NGM,
EuroDry Ltd.,EDRY,Industrials,NCM,Greece
"Edesa Biotech, Inc.",EDSA,Healthcare,NCM,Canada
Skillful Craftsman Education Technology Limited,EDTK,Consumer Defensive,NCM,China
Educational Development Corporation,EDUC,Communication Services,NGM,United States
"Euronet Worldwide, Inc.",EEFT,Technology,NMS,United States
EpicQuest Education Group International Limited,EEIQ,Consumer Defensive,NCM,United States
iShares MSCI Emerging Markets Asia ETF,EEMA,,NGM,
Global X MSCI SuperDividend EAFE ETF,EFAS,,NGM,
"Energy Focus, Inc.",EFOI,Consumer Cyclical,NCM,United States
iShares Environmental Infrastructure and Industrials ETF,EFRA,,NGM,
Enterprise Financial Services Corp,EFSC,Financial Services,NMS,United States
Enterprise Financial Services Corp,EFSCP,Financial Services,NMS,United States
eGain Corporation,EGAN,Technology,NCM,United States
"Eagle Bancorp, Inc.",EGBN,Financial Services,NCM,United States
"8x8, Inc.",EGHT,Technology,NMS,United States
"Edgio, Inc.",EGIO,Technology,NCM,United States
"Eagle Pharmaceuticals, Inc.",EGRX,Healthcare,NGM,United States
EHang Holdings Limited,EH,Industrials,NGM,China
Eshallgo Inc.,EHGO,Industrials,NCM,China
Even Herd Long Short ETF,EHLS,,NGM,
"eHealth, Inc.",EHTH,Financial Services,NMS,United States
E-Home Household Service Holdings Limited,EJH,Consumer Cyclical,NCM,China
First Trust Nasdaq Lux Digital Health Solutions ETF,EKG,,NGM,
"Ekso Bionics Holdings, Inc.",EKSO,Healthcare,NCM,United States
Elevai Labs Inc.,ELAB,Healthcare,NCM,United States
Electra Battery Materials Corporation,ELBM,Basic Materials,NCM,Canada
"Eledon Pharmaceuticals, Inc.",ELDN,Healthcare,NCM,United States
"Elevation Oncology, Inc.",ELEV,Healthcare,NMS,United States
"Electro-Sensors, Inc.",ELSE,Technology,NCM,United States
Eltek Ltd.,ELTK,Technology,NCM,Israel
"Elicio Therapeutics, Inc.",ELTX,Healthcare,NGM,United States
Elutia Inc.,ELUT,Healthcare,NCM,United States
Electrovaya Inc.,ELVA,Industrials,NCM,Canada
"Enliven Therapeutics, Inc.",ELVN,Healthcare,NMS,United States
"Earlyworks Co., Ltd",ELWS,Technology,NCM,Japan
"Eliem Therapeutics, Inc.",ELYM,Healthcare,NGM,United States
Smart Share Global Limited,EM,Consumer Cyclical,NCM,China
iShares J.P. Morgan USD Emerging Markets Bond ETF,EMB,,NGM,
Embecta Corp.,EMBC,Healthcare,NMS,United States
WisdomTree Emerging Markets Corporate Bond Fund,EMCB,,NGM,
Embrace Change Acquisition Corp.,EMCG,Financial Services,NGM,United States
Embrace Change Acquisition Corp.,EMCGR,,NGM,United States
Embrace Change Acquisition Corp.,EMCGU,Financial Services,NGM,United States
Embrace Change Acquisition Corp.,EMCGW,Financial Services,NGM,United States
Macquarie Focused Emerging Markets Equity ETF,EMEQ,,NGM,
iShares Emerging Markets Infrastructure ETF,EMIF,,NGM,
EMCORE Corporation,EMKR,Technology,NCM,United States
The Eastern Company,EML,Industrials,NGM,United States
iShares MSCI Emerging Markets ex China ETF,EMXC,,NGM,
iShares ESG Advanced MSCI EM ETF,EMXF,,NGM,
ENGlobal Corporation,ENG,Industrials,NCM,United States
enGene Holdings Inc.,ENGN,Healthcare,NCM,Canada
enGene Holdings Inc.,ENGNW,Healthcare,NCM,Canada
Enlight Renewable Energy Ltd,ENLT,Utilities,NMS,Israel
Enlivex Therapeutics Ltd.,ENLV,Healthcare,NCM,Israel
"Enphase Energy, Inc.",ENPH,Technology,NGM,United States
"Ensysce Biosciences, Inc.",ENSC,Healthcare,NCM,United States
"The Ensign Group, Inc.",ENSG,Healthcare,NMS,United States
"Enanta Pharmaceuticals, Inc.",ENTA,Healthcare,NMS,United States
"Entegris, Inc.",ENTG,Technology,NMS,United States
"Entero Therapeutics, Inc.",ENTO,Healthcare,NCM,United States
Entera Bio Ltd.,ENTX,Healthcare,NCM,Israel
"Enveric Biosciences, Inc.",ENVB,Healthcare,NCM,United States
Enovix Corporation,ENVX,Industrials,NMS,United States
iShares MSCI New Zealand ETF,ENZL,,NGM,
"Evolus, Inc.",EOLS,Healthcare,NGM,United States
"Eos Energy Enterprises, Inc.",EOSE,Industrials,NCM,United States
"Eos Energy Enterprises, Inc.",EOSEW,Industrials,NCM,United States
ESSA Pharma Inc.,EPIX,Healthcare,NCM,Canada
"Sunrise New Energy Co., Ltd.",EPOW,Industrials,NCM,China
Eupraxia Pharmaceuticals Inc.,EPRX,Healthcare,NCM,Canada
Epsilon Energy Ltd.,EPSN,Energy,NGM,Canada
"Equillium, Inc.",EQ,Healthcare,NCM,United States
"Equinix, Inc.",EQIX,Real Estate,NMS,United States
ProShares Equities for Rising Rates ETF,EQRR,,NGM,
"Erasca, Inc.",ERAS,Healthcare,NMS,United States
Ishares Environmentally Aware Real Estate ETF,ERET,,NGM,
Telefonaktiebolaget LM Ericsson (publ),ERIC,Technology,NMS,Sweden
Erie Indemnity Company,ERIE,Financial Services,NMS,United States
"Energy Recovery, Inc.",ERII,Industrials,NMS,United States
Eterna Therapeutics Inc.,ERNA,Healthcare,NCM,United States
TrueShares Active Yield ETF,ERNZ,,NGM,
"Escalade, Incorporated",ESCA,Consumer Cyclical,NGM,United States
Euroseas Ltd.,ESEA,Industrials,NCM,Greece
iShares ESG Aware MSCI EAFE ETF,ESGD,,NGM,
iShares ESG Aware MSCI EM ETF,ESGE,,NGM,
ESGL Holdings Limited,ESGL,Industrials,NCM,Singapore
ESGL Holdings Limited,ESGLW,Industrials,NCM,Singapore
Enstar Group Limited,ESGR,Financial Services,NMS,Bermuda
Enstar Group Limited,ESGRO,Financial Services,NMS,Bermuda
Enstar Group Limited,ESGRP,Financial Services,NMS,Bermuda
iShares ESG Aware MSCI USA ETF,ESGU,,NGM,
ESH Acquisition Corp.,ESHA,Financial Services,NGM,United States
ESH Acquisition Corp.,ESHAR,,NGM,
"Estrella Immunopharma, Inc.",ESLA,Healthcare,NCM,United States
"Estrella Immunopharma, Inc.",ESLAW,Healthcare,NCM,United States
Elbit Systems Ltd.,ESLT,Industrials,NMS,Israel
iShares ESG MSCI USA Min Vol Factor ETF,ESMV,,NGM,
Energy Services of America Corporation,ESOA,Industrials,NCM,United States
VanEck Video Gaming and eSports ETF,ESPO,,NGM,
"Esperion Therapeutics, Inc.",ESPR,Healthcare,NGM,United States
"Esquire Financial Holdings, Inc.",ESQ,Financial Services,NCM,United States
"ESSA Bancorp, Inc.",ESSA,Financial Services,NMS,United States
Establishment Labs Holdings Inc.,ESTA,Healthcare,NCM,Costa Rica
iShares Breakthrough Environmental Solutions ETF,ETEC,,NGM,
iShares Ethereum Trust ETF,ETHA,,NGM,
"89bio, Inc.",ETNB,Healthcare,NGM,United States
"Eton Pharmaceuticals, Inc.",ETON,Healthcare,NGM,United States
"Etsy, Inc.",ETSY,Consumer Cyclical,NMS,United States
enCore Energy Corp.,EU,Energy,NCM,United States
EUDA Health Holdings Limited,EUDA,Healthcare,NCM,Singapore
EUDA Health Holdings Limited,EUDAW,Healthcare,NCM,Singapore
iShares MSCI Europe Financials ETF,EUFN,,NGM,
Eureka Acquisition Corp,EURKU,Financial Services,NCM,Cayman Islands
Evaxion Biotech A/S,EVAX,Healthcare,NCM,Denmark
EverCommerce Inc.,EVCM,Technology,NMS,United States
"EverQuote, Inc.",EVER,Communication Services,NGM,United States
Evogene Ltd.,EVGN,Healthcare,NCM,Israel
"EVgo, Inc.",EVGO,Consumer Cyclical,NMS,United States
"EVgo, Inc.",EVGOW,Consumer Cyclical,NMS,United States
Evergreen Corporation,EVGR,Financial Services,NGM,Malaysia
Evergreen Corporation,EVGRU,Financial Services,NGM,Malaysia
Evergreen Corporation,EVGRW,Financial Services,NGM,Malaysia
"Evolv Technologies Holdings, Inc.",EVLV,Industrials,NCM,United States
"Evolv Technologies Holdings, Inc.",EVLVW,Industrials,NCM,United States
Invesco Electric Vehicle Metals Commodity Strategy No K-1 ETF,EVMT,,NGM,
Evotec SE,EVO,Healthcare,NMS,Germany
"Evoke Pharma, Inc.",EVOK,Healthcare,NCM,United States
"Evergy, Inc.",EVRG,Utilities,NMS,United States
Eaton Vance Short Duration Income ETF,EVSD,,NGM,
"Envirotech Vehicles, Inc.",EVTV,Consumer Cyclical,NCM,United States
"East West Bancorp, Inc.",EWBC,Financial Services,NMS,United States
"European Wax Center, Inc.",EWCZ,Consumer Defensive,NMS,United States
iShares MSCI Japan Value ETF,EWJV,,NGM,
"Edgewise Therapeutics, Inc.",EWTX,Healthcare,NMS,United States
iShares MSCI Brazil Small-Cap ETF,EWZS,,NGM,
Exscientia plc,EXAI,Healthcare,NMS,United Kingdom
Exact Sciences Corporation,EXAS,Healthcare,NCM,United States
Exelon Corporation,EXC,Utilities,NMS,United States
"Exelixis, Inc.",EXEL,Healthcare,NMS,United States
"Expensify, Inc.",EXFY,Technology,NMS,United States
"ExlService Holdings, Inc.",EXLS,Technology,NMS,United States
"Expedia Group, Inc.",EXPE,Consumer Cyclical,NMS,United States
"eXp World Holdings, Inc.",EXPI,Real Estate,NGM,United States
"Exponent, Inc.",EXPO,Industrials,NMS,United States
"Extreme Networks, Inc.",EXTR,Technology,NMS,United States
"National Vision Holdings, Inc.",EYE,Consumer Cyclical,NMS,United States
AB Corporate Bond ETF,EYEG,,NGM,
"Eyenovia, Inc.",EYEN,Healthcare,NCM,United States
"EyePoint Pharmaceuticals, Inc.",EYPT,Healthcare,NGM,United States
EZFill Holdings Inc.,EZFL,Technology,NCM,United States
EZGO Technologies Ltd.,EZGO,Consumer Cyclical,NCM,China
"EZCORP, Inc.",EZPW,Financial Services,NMS,United States
First Advantage Corporation,FA,Industrials,NMS,United States
First Trust Alternative Absolute Return Strategy ETF,FAAR,,NGM,
DigiAsia Corp.,FAAS,Technology,NCM,Indonesia
DigiAsia Corp.,FAASW,Technology,NCM,Indonesia
First Trust Multi Cap Value AlphaDEX Fund,FAB,,NGM,
First Trust Multi Cap Growth AlphaDEX Fund,FAD,,NGM,
iShares Fallen Angels USD Bond ETF,FALN,,NGM,
"Farmmi, Inc.",FAMI,Consumer Defensive,NCM,China
"Diamondback Energy, Inc.",FANG,Energy,NMS,United States
Fanhua Inc.,FANH,Financial Services,NMS,China
Farmer Bros. Co.,FARM,Consumer Defensive,NMS,United States
"FARO Technologies, Inc.",FARO,Technology,NMS,United States
Fastenal Company,FAST,Industrials,NMS,United States
FAT Brands Inc.,FAT,Consumer Cyclical,NCM,United States
FAT Brands Inc.,FATBB,Consumer Cyclical,NCM,United States
FAT Brands Inc.,FATBP,Consumer Cyclical,NCM,United States
FAT Brands Inc.,FATBW,Consumer Cyclical,NCM,United States
"Fate Therapeutics, Inc.",FATE,Healthcare,NGM,United States
"Fortress Biotech, Inc.",FBIO,Healthcare,NCM,United States
"Fortress Biotech, Inc.",FBIOP,Healthcare,NCM,United States
"First Business Financial Services, Inc.",FBIZ,Financial Services,NMS,United States
GraniteShares 2x Long META Daily ETF,FBL,,NGM,
"FibroBiologics, Inc.",FBLG,Healthcare,NGM,United States
First Bancorp,FBNC,Financial Services,NMS,United States
Fidelity Disruptive Automation ETF,FBOT,,NGM,
"Forte Biosciences, Inc.",FBRX,Healthcare,NCM,United States
"Falcon's Beyond Global, Inc.",FBYD,Industrials,NGM,United States
"Falcon's Beyond Global, Inc.",FBYDW,Industrials,NCM,United States
First Trust Brazil AlphaDEX Fund,FBZ,,NGM,
First Trust China AlphaDEX Fund,FCA,,NGM,
First Trust California Municipal High Income ETF,FCAL,,NGM,
"First Capital, Inc.",FCAP,Financial Services,NCM,United States
"First Community Bankshares, Inc.",FCBC,Financial Services,NMS,United States
First Community Corporation,FCCO,Financial Services,NCM,United States
First Trust Income Opportunity ETF,FCEF,,NGM,
"FuelCell Energy, Inc.",FCEL,Industrials,NGM,United States
"FirstCash Holdings, Inc.",FCFS,Financial Services,NMS,United States
"First Citizens BancShares, Inc.",FCNCA,Financial Services,NMS,United States
"First Citizens BancShares, Inc.",FCNCO,Financial Services,NMS,United States
"First Citizens BancShares, Inc.",FCNCP,Financial Services,NMS,United States
SMI 3Fourteen Full-Cycle Trend ETF,FCTE,,NGM,
Focus Universal Inc.,FCUV,Technology,NGM,United States
First Trust SSI Strategic Convertible Securities ETF,FCVT,,NGM,
"Fidelity D & D Bancorp, Inc.",FDBC,Financial Services,NGM,United States
Fidelity Disruptive Communications ETF,FDCF,,NGM,
Fidelity Disruptive Finance ETF,FDFF,,NGM,
Fidelity Disruptors ETF,FDIF,,NGM,
Fidelity Crypto Industry and Digital Payments ETF,FDIG,,NGM,
MarketDesk Focused U.S. Dividend ETF,FDIV,,NGM,
"4D Molecular Therapeutics, Inc.",FDMT,Healthcare,NMS,United States
